"TimeGenerated [UTC]","ContainerImage_s","ContainerName_s","RevisionName_s","Log_s"
"10/19/2025, 1:08:34.063 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:08:32.891622707Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 1:08:34.063 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:08:33.304239214Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 1:08:47.075 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Server running on port 8080"
"10/19/2025, 1:08:47.075 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Auth strategy: JWT"
"10/19/2025, 1:49:47.130 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:49:45.352256383Z"",""caller"":""logging/log.go:101"",""msg"":""Tracing is disabled, defaulting to no-op exporter""}"
"10/19/2025, 1:49:47.130 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:49:45.364130878Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 1:49:47.130 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:49:45.776043601Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 1:49:47.130 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T01:49:46.677361789Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:87"",""msg"":""Metadata endpoint is unreachable (error: Get \""http://169.254.169.254/metadata/instance?api-version=2021-01-01\"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)). Proceeding.""}"
"10/19/2025, 1:50:00.035 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Server running on port 8080"
"10/19/2025, 1:50:00.035 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Auth strategy: JWT"
"10/19/2025, 2:17:26.299 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Server running on port 8080"
"10/19/2025, 2:17:26.299 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Auth strategy: JWT"
"10/18/2025, 11:00:40.649 PM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000005","{""level"":""info"",""ts"":""2025-10-18T23:00:40.051904339Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:87"",""msg"":""Metadata endpoint is unreachable (error: Get \""http://169.254.169.254/metadata/instance?api-version=2021-01-01\"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)). Proceeding.""}"
"10/18/2025, 11:08:21.741 PM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000005","{""level"":""info"",""ts"":""2025-10-18T23:08:20.199046214Z"",""caller"":""logging/log.go:101"",""msg"":""Tracing is disabled, defaulting to no-op exporter""}"
"10/18/2025, 11:08:21.741 PM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000005","{""level"":""info"",""ts"":""2025-10-18T23:08:20.210514903Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/18/2025, 11:08:21.741 PM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000005","{""level"":""info"",""ts"":""2025-10-18T23:08:21.111778549Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:87"",""msg"":""Metadata endpoint is unreachable (error: Get \""http://169.254.169.254/metadata/instance?api-version=2021-01-01\"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)). Proceeding.""}"
"10/18/2025, 11:29:50.667 PM",,"metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-18T23:29:49.440656282Z"",""caller"":""logging/log.go:101"",""msg"":""Tracing is disabled, defaulting to no-op exporter""}"
"10/18/2025, 11:29:50.667 PM",,"metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-18T23:29:49.452164299Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/18/2025, 11:29:50.667 PM",,"metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-18T23:29:49.86331977Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/18/2025, 11:29:51.573 PM",,"metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-18T23:29:50.764660269Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:87"",""msg"":""Metadata endpoint is unreachable (error: Get \""http://169.254.169.254/metadata/instance?api-version=2021-01-01\"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)). Proceeding.""}"
"10/18/2025, 11:30:03.742 PM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Server running on port 8080"
"10/18/2025, 11:30:03.742 PM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Auth strategy: JWT"
"10/19/2025, 12:35:10.021 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T00:35:08.782474737Z"",""caller"":""logging/log.go:101"",""msg"":""Tracing is disabled, defaulting to no-op exporter""}"
"10/19/2025, 12:35:10.021 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T00:35:08.794644871Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 12:35:10.021 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T00:35:09.205946433Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 12:35:10.021 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T00:35:09.617155589Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:94"",""msg"":""Metadata endpoint is reachable"",""StatusCode"":200,""RetryInterval"":0.4}"
"10/19/2025, 12:35:11.067 AM","mcr.microsoft.com/k8se/metadata-init:1.0.20-m","metadata-check","ca-api-a-riff-in-react--0000006","{""level"":""info"",""ts"":""2025-10-19T00:35:10.518376637Z"",""logger"":""setup"",""caller"":""metadata-init/main.go:87"",""msg"":""Metadata endpoint is unreachable (error: Get \""http://169.254.169.254/metadata/instance?api-version=2021-01-01\"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)). Proceeding.""}"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:36:26.342 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:36:28.150 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:36:30.282 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:19.231 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:42.092 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:41.082 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:51.065 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:37:52.456 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Error fetching counter: Error: invalid input: input is not string"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at trimSlashFromLeftAndRight (/app/node_modules/@azure/cosmos/dist/commonjs/common/helper.js:260:15)"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at createDocumentUri (/app/node_modules/@azure/cosmos/dist/commonjs/common/uriFactory.js:76:60)"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at get url [as url] (/app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:26:49)"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/@azure/cosmos/dist/commonjs/client/Item/Item.js:77:28"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"
"10/19/2025, 12:38:14.099 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at async withDiagnostics (/app/node_modules/@azure/cosmos/dist/commonjs/utils/diagnostics.js:106:26)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","Unhandled error: SyntaxError: Expected property name or '}' in JSON at position 1"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at JSON.parse (<anonymous>)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at parse (/app/node_modules/body-parser/lib/types/json.js:92:19)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at /app/node_modules/body-parser/lib/read.js:128:18"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at AsyncResource.runInAsyncScope (node:async_hooks:206:9)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at invokeCallback (/app/node_modules/raw-body/index.js:238:16)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at done (/app/node_modules/raw-body/index.js:227:7)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at IncomingMessage.onEnd (/app/node_modules/raw-body/index.js:287:7)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at IncomingMessage.emit (node:events:524:28)"
"10/19/2025, 2:06:54.143 AM","ariffreactacr.azurecr.io/a-riff-in-react-api:latest",api,"ca-api-a-riff-in-react--0000006","    at endReadableNT (node:internal/streams/readable:1698:12)"
